entity_id,anatomy,biological_process,cellular_component,disease,drug,effect__phenotype,exposure,gene__protein,molecular_function,pathway
larval aorta,1,0,0,0,0,0,0,0,0,0
right channel of ventral aorta,1,0,0,0,0,0,0,0,0,0
archenteron floor,1,0,0,0,0,0,0,0,0,0
archenteron roof,1,0,0,0,0,0,0,0,0,0
blastocoel roof,1,0,0,0,0,0,0,0,0,0
post-anal gut,1,0,0,0,0,0,0,0,0,0
M. extensor digitorum communis longus,1,0,0,0,0,0,0,0,0,0
dorsal marginal zone,1,0,0,0,0,0,0,0,0,0
dorso-lateral marginal zone,1,0,0,0,0,0,0,0,0,0
involuting marginal zone,1,0,0,0,0,0,0,0,0,0
non-involuting marginal zone,1,0,0,0,0,0,0,0,0,0
ventral marginal zone,1,0,0,0,0,0,0,0,0,0
ventro-lateral marginal zone,1,0,0,0,0,0,0,0,0,0
blastopore lip,1,0,0,0,0,0,0,0,0,0
lower blastopore lip,1,0,0,0,0,0,0,0,0,0
upper blastopore lip,1,0,0,0,0,0,0,0,0,0
suprarostral ala,1,0,0,0,0,0,0,0,0,0
animal cap,1,0,0,0,0,0,0,0,0,0
animal cap inner layer,1,0,0,0,0,0,0,0,0,0
animal cap outer layer,1,0,0,0,0,0,0,0,0,0
muscular artery,1,0,0,0,0,0,0,0,0,0
lateral pretrosal artery,1,0,0,0,0,0,0,0,0,0
mandibular artery,1,0,0,0,0,0,0,0,0,0
cutaneus artery,1,0,0,0,0,0,0,0,0,0
coeliaco-mesenteric artery,1,0,0,0,0,0,0,0,0,0
gastrico-linealis,1,0,0,0,0,0,0,0,0,0
duodeno-pancreatic artery,1,0,0,0,0,0,0,0,0,0
duodeno-hepatic artery,1,0,0,0,0,0,0,0,0,0
oviduct artery,1,0,0,0,0,0,0,0,0,0
postcaval vein,1,0,0,0,0,0,0,0,0,0
precaval vein,1,0,0,0,0,0,0,0,0,0
lateral vein,1,0,0,0,0,0,0,0,0,0
cutaneus magnus,1,0,0,0,0,0,0,0,0,0
ventral abdominal vein,1,0,0,0,0,0,0,0,0,0
Jacobson's vein,1,0,0,0,0,0,0,0,0,0
oviducal vein,1,0,0,0,0,0,0,0,0,0
M. plantaris longus,1,0,0,0,0,0,0,0,0,0
bronchial tube,1,0,0,0,0,0,0,0,0,0
frontoparietal fenestra,1,0,0,0,0,0,0,0,0,0
articular process of palatoquadrate,1,0,0,0,0,0,0,0,0,0
ovisac,1,0,0,0,0,0,0,0,0,0
median pars intermedia,1,0,0,0,0,0,0,0,0,0
triangular process,1,0,0,0,0,0,0,0,0,0
quadrato-ethmoid ligament,1,0,0,0,0,0,0,0,0,0
retroarticular process of the palatoquadrate,1,0,0,0,0,0,0,0,0,0
anterior process of the palatoquadrate,1,0,0,0,0,0,0,0,0,0
suboccular foramen,1,0,0,0,0,0,0,0,0,0
craniopalatine foramen,1,0,0,0,0,0,0,0,0,0
carotid foramen,1,0,0,0,0,0,0,0,0,0
pila preoptica,1,0,0,0,0,0,0,0,0,0
prootic foramen,1,0,0,0,0,0,0,0,0,0
prenasal (amphibians),1,0,0,0,0,0,0,0,0,0
basibranchial I,1,0,0,0,0,0,0,0,0,0
mandibular arch neural crest,1,0,0,0,0,0,0,0,0,0
basibranchial II,1,0,0,0,0,0,0,0,0,0
vasa efferentia,1,0,0,0,0,0,0,0,0,0
hyoid arch neural crest,1,0,0,0,0,0,0,0,0,0
cloacal papilla,1,0,0,0,0,0,0,0,0,0
amphibian cloacal gland,1,0,0,0,0,0,0,0,0,0
stratum spongiosum,1,0,0,0,0,0,0,0,0,0
granular gland,1,0,0,0,0,0,0,0,0,0
body gland,1,0,0,0,0,0,0,0,0,0
FBLN1,1,1,1,1,0,0,0,1,1,1
EEF1D,1,1,1,0,0,0,0,1,1,1
SNAP91,1,1,1,0,0,0,0,1,1,1
OLFM1,1,1,1,1,0,0,0,1,1,0
GRPEL1,1,1,1,1,0,0,0,1,1,1
KCNQ1,1,1,1,1,0,0,0,1,1,1
COQ8A,1,1,1,1,0,0,0,1,1,0
EXOC4,1,1,1,1,0,0,0,1,1,1
SNRNP200,1,1,1,1,0,0,0,1,1,1
CIDEB,1,1,1,0,0,0,0,1,1,0
MALT1,1,1,1,1,0,0,0,1,1,1
MCU,1,1,1,0,0,0,0,1,1,1
FTO,1,1,1,1,0,1,0,1,1,1
BMPR1A,1,1,1,1,0,0,0,1,1,1
RMDN3,1,1,1,0,0,0,0,1,1,0
EID1,1,1,1,1,0,0,0,1,1,0
CCDC87,1,1,1,0,0,0,0,1,1,0
LASP1,1,1,1,1,0,0,0,1,1,0
PSME3,1,1,1,1,0,0,0,1,1,1
AMACR,1,1,1,1,0,1,0,1,1,1
BIRC3,1,1,1,1,0,0,0,1,1,1
CDC42,1,1,1,1,0,0,0,1,1,1
IRF3,1,1,1,1,0,0,0,1,1,1
CIITA,1,1,1,1,0,0,0,1,1,1
USP11,1,1,1,0,0,0,0,1,1,1
GTF2F1,1,1,1,0,0,0,0,1,1,1
TOP3A,1,1,1,1,0,0,0,1,1,1
TEX37,1,1,1,0,0,0,0,1,1,0
PRR3,1,1,1,0,0,0,0,1,1,0
SCIN,1,1,1,0,0,0,0,1,1,0
GRIA2,1,1,1,1,0,1,0,1,1,1
AAR2,1,1,1,0,0,0,0,1,1,0
PSMB1,1,1,1,1,0,0,0,1,1,1
MBD3,1,1,1,1,0,0,0,1,1,1
LMO2,1,1,1,1,0,0,0,1,1,1
TMEM237,1,1,1,1,0,0,0,1,1,0
C1QBP,1,1,1,1,0,0,0,1,1,1
TRIP13,1,1,1,1,0,0,0,1,1,0
TUBA1C,1,1,1,1,0,0,0,1,1,1
SET,1,1,1,1,0,0,0,1,1,1
CTF1,1,1,1,1,0,1,0,1,1,1
DHX30,1,1,1,1,0,0,0,1,1,0
FCGR2B,1,1,1,1,0,0,0,1,1,1
STX1A,1,1,1,1,0,0,0,1,1,1
LGALS1,1,1,1,1,0,0,0,1,1,1
TNFAIP8,1,1,1,1,0,0,0,1,1,1
EI24,1,1,1,1,0,0,0,1,1,0
POMGNT1,1,1,1,1,0,0,0,1,1,1
FANCG,1,1,1,1,0,1,0,1,1,1
GTF2H3,1,1,1,0,0,0,0,1,1,1
PLEKHF2,1,1,1,0,0,0,0,1,1,0
SP100,1,1,1,0,0,0,0,1,1,1
SAP18,1,1,1,0,0,0,0,1,1,1
TUBA4A,1,1,1,1,0,0,0,1,1,1
AGXT,1,1,1,1,0,0,0,1,1,1
MAD1L1,1,1,1,1,0,0,0,1,1,1
CD1B,1,1,1,0,0,0,0,1,1,1
NFYC,1,1,1,1,0,0,0,1,1,1
MANF,1,1,1,0,0,0,0,1,1,1
NAA80,1,1,1,0,0,0,0,1,1,0
CCDC6,1,1,1,1,0,0,0,1,1,0
GTPBP4,1,1,1,0,0,0,0,1,1,0
GJB5,1,1,1,1,0,0,0,1,1,1
RPRD1B,1,1,1,0,0,0,0,1,1,1
cranial glands,1,0,0,0,0,0,0,0,0,0
limb gland,1,0,0,0,0,0,0,0,0,0
laryngo-tracheal chamber,1,0,0,0,0,0,0,0,0,0
cartilago lateralis of aryngo-tracheal chamber,1,0,0,0,0,0,0,0,0,0
constrictor laryngis externus,1,0,0,0,0,0,0,0,0,0
dilatator laryngis,1,0,0,0,0,0,0,0,0,0
constrictor laryngis anterior,1,0,0,0,0,0,0,0,0,0
subarticular sesamoid,1,0,0,0,0,0,0,0,0,0
egg capsule,1,0,0,0,0,0,0,0,0,0
cephalodorsosubpharyngeus,1,0,0,0,0,0,0,0,0,0
levator bulbi,1,0,0,0,0,0,0,0,0,0
ramules nasalis lateralis,1,0,0,0,0,0,0,0,0,0
ramus nasalis medialis,1,0,0,0,0,0,0,0,0,0
rectus cervicis,1,0,0,0,0,0,0,0,0,0
subhyoideus,1,0,0,0,0,0,0,0,0,0
subarcualis rectus I,1,0,0,0,0,0,0,0,0,0
ramus nasalis internus,1,0,0,0,0,0,0,0,0,0
m. intertransversarius capitus superior,1,0,0,0,0,0,0,0,0,0
ramule palatinus,1,0,0,0,0,0,0,0,0,0
m. intertransversarius capitis inferior,1,0,0,0,0,0,0,0,0,0
ramules cutaneous,1,0,0,0,0,0,0,0,0,0
trunk maxillary-mandibularis,1,0,0,0,0,0,0,0,0,0
ramule palatonasalis,1,0,0,0,0,0,0,0,0,0
m. rhomboideus anterior,1,0,0,0,0,0,0,0,0,0
bony nodule of terminal phalanx of hind digit,1,0,0,0,0,0,0,0,0,0
proximal-most prepollical element,1,0,0,0,0,0,0,0,0,0
distal-most prepollical element,1,0,0,0,0,0,0,0,0,0
proximal-most prehallical element,1,0,0,0,0,0,0,0,0,0
distal-most prehallical element,1,0,0,0,0,0,0,0,0,0
fetal tooth,1,0,0,0,0,0,0,0,0,0
m. opercularis,1,0,0,0,0,0,0,0,0,0
m. cucullaris,1,0,0,0,0,0,0,0,0,0
ramus posterior profundus of V3,1,0,0,0,0,0,0,0,0,0
m. rhomboideus posterior,1,0,0,0,0,0,0,0,0,0
m. serratus superior,1,0,0,0,0,0,0,0,0,0
m. serratus medius,1,0,0,0,0,0,0,0,0,0
m. serratus inferior,1,0,0,0,0,0,0,0,0,0
levator mandibulae externus,1,0,0,0,0,0,0,0,0,0
m. latissimus dorsi,1,0,0,0,0,0,0,0,0,0
levator mandibulae longus,1,0,0,0,0,0,0,0,0,0
lateral line nucleus,1,0,0,0,0,0,0,0,0,0
m. dorsalis scapulae,1,0,0,0,0,0,0,0,0,0
levator mandibulae articularis,1,0,0,0,0,0,0,0,0,0
levator mandibulae lateralis,1,0,0,0,0,0,0,0,0,0
m. interscapularis,1,0,0,0,0,0,0,0,0,0
levator mandibulae externus superficialis,1,0,0,0,0,0,0,0,0,0
levator mandibulae externus profundus,1,0,0,0,0,0,0,0,0,0
m. sternoepicoracoideus,1,0,0,0,0,0,0,0,0,0
dilated medial process of metacarpal IV,1,0,0,0,0,0,0,0,0,0
ramus hyomandibularis,1,0,0,0,0,0,0,0,0,0
limb villosities,1,0,0,0,0,0,0,0,0,0
ramus palatinus,1,0,0,0,0,0,0,0,0,0
levator quadrati,1,0,0,0,0,0,0,0,0,0
M. coracoradialis,1,0,0,0,0,0,0,0,0,0
ramus muscularis of glossopharyngeus nerve,1,0,0,0,0,0,0,0,0,0
otic opercular element,1,0,0,0,0,0,0,0,0,0
M. coracobrachialis longus,1,0,0,0,0,0,0,0,0,0
M. coracobrachialis brevis,1,0,0,0,0,0,0,0,0,0
M. flexor carpi ulnaris,1,0,0,0,0,0,0,0,0,0
ramus anterior of CN VIII,1,0,0,0,0,0,0,0,0,0
ramus posterior of CN VIII,1,0,0,0,0,0,0,0,0,0
M. palmaris longus,1,0,0,0,0,0,0,0,0,0
M. palmaris profundis,1,0,0,0,0,0,0,0,0,0
M. flexor antibrachii medialis,1,0,0,0,0,0,0,0,0,0
TAF12,1,1,1,0,0,0,0,1,1,1
CYP2C18,1,1,1,1,0,0,0,1,1,1
CATIP,1,1,1,0,0,0,0,1,1,0
CDKN2C,1,1,1,1,0,0,0,1,1,1
PSME1,1,1,1,1,0,0,0,1,1,1
TGFBR3,1,1,1,1,0,0,0,1,1,0
DAPK1,1,1,1,1,0,0,0,1,1,1
CLIC4,1,1,1,1,0,1,0,1,1,0
NOTCH2NLA,1,1,1,0,0,0,0,1,1,0
NPY2R,1,1,1,1,0,1,0,1,1,1
MTUS2,1,1,1,0,0,0,0,1,1,0
RPUSD2,1,1,1,0,0,0,0,1,1,0
APLNR,1,1,1,0,0,0,0,1,1,1
LMO3,1,1,1,0,0,0,0,1,1,0
PSMA3,1,1,1,0,0,0,0,1,1,1
PPL,1,1,1,1,0,0,0,1,1,1
HINT1,1,1,1,1,0,0,0,1,1,0
SHB,1,1,1,0,0,0,0,1,1,1
FGFR2,1,1,1,1,0,1,0,1,1,1
IL10RA,1,1,1,1,0,0,0,1,1,1
TREX1,1,1,1,1,0,1,0,1,1,1
GAS8,1,1,1,1,0,0,0,1,1,1
SEC13,1,1,1,0,0,0,0,1,1,1
HOXA1,1,1,1,1,0,0,0,1,1,1
CDK5RAP2,1,1,1,1,0,0,0,1,1,1
TUBG1,1,1,1,1,0,0,0,1,1,1
NFRKB,1,1,1,0,0,0,0,1,1,1
HOXA3,1,1,1,1,0,0,0,1,1,1
ACAD11,1,1,1,0,0,0,0,1,1,1
CTSC,1,1,1,1,0,0,0,1,1,1
BNIP3,1,1,1,1,0,0,0,1,1,0
SLC6A3,1,1,1,1,0,1,0,1,1,1
ARSA,1,1,1,1,0,0,0,1,1,1
SHMT2,1,1,1,1,0,0,0,1,1,1
RAD21,1,1,1,1,0,0,0,1,1,1
EIF2S2,1,1,1,1,0,0,0,1,1,1
USP24,1,1,1,0,0,0,0,1,1,1
UBQLN2,1,1,1,1,0,0,0,1,1,1
CLK2,1,1,1,0,0,0,0,1,1,0
DICER1,1,1,1,1,0,0,0,1,1,1
TKT,1,1,1,1,0,1,0,1,1,1
GPR21,1,1,1,0,0,0,0,1,1,0
ATG5,1,1,1,1,0,1,0,1,1,1
UBE2W,1,1,1,0,0,0,0,1,1,1
MGST3,1,1,1,0,0,0,0,1,1,1
ELOB,1,1,1,0,0,0,0,1,1,1
CDC14A,1,1,1,1,0,1,0,1,1,1
PTK6,1,1,1,0,0,0,0,1,1,1
NOS1AP,1,1,1,1,0,0,0,1,1,0
ABI2,1,1,1,0,0,0,0,1,1,1
LPP,1,1,1,1,0,0,0,1,1,0
GET1,1,1,1,0,0,0,0,1,1,1
PLCG1,1,1,1,1,0,0,0,1,1,1
EIF4A2,1,1,1,1,0,0,0,1,1,1
ZNF503,1,1,1,0,0,0,0,1,1,0
CAMK2B,1,1,1,1,0,0,0,1,1,1
CWF19L2,1,1,1,0,0,0,0,1,1,0
ZNF185,1,1,1,0,0,0,0,1,1,0
RBBP4,1,1,1,0,0,0,0,1,1,1
HOXC8,1,1,1,0,0,0,0,1,1,0
PRKN,1,1,1,1,0,1,0,1,1,1
STK17B,1,1,1,0,0,0,0,1,1,0
FEN1,1,1,1,1,0,0,0,1,1,1
SMARCD2,1,1,1,1,0,0,0,1,1,1
ramus auricularis of the vagus nerve,1,0,0,0,0,0,0,0,0,0
M. ulnocarpalis,1,0,0,0,0,0,0,0,0,0
interhyoideus posterior,1,0,0,0,0,0,0,0,0,0
M. flexor antibrachii lateralis superficialis,1,0,0,0,0,0,0,0,0,0
M. flexor antibrachii lateralis profundus,1,0,0,0,0,0,0,0,0,0
M. coccygeosacralis,1,0,0,0,0,0,0,0,0,0
T-shaped terminal phalanx,1,0,0,0,0,0,0,0,0,0
submentalis,1,0,0,0,0,0,0,0,0,0
M. coccygeoiliacus,1,0,0,0,0,0,0,0,0,0
M. iliolumbaris,1,0,0,0,0,0,0,0,0,0
descending branch of the vagus nerve,1,0,0,0,0,0,0,0,0,0
ramus muscularis of vagus nerve,1,0,0,0,0,0,0,0,0,0
ramus recurrens,1,0,0,0,0,0,0,0,0,0
ramus superficial ophthalmic,1,0,0,0,0,0,0,0,0,0
M. coccygeocutaneus,1,0,0,0,0,0,0,0,0,0
ramus buccal,1,0,0,0,0,0,0,0,0,0
laryngeus ventralis,1,0,0,0,0,0,0,0,0,0
ramus mandibularis externus,1,0,0,0,0,0,0,0,0,0
dorsal sympathetic chain,1,0,0,0,0,0,0,0,0,0
ventral sympathetic chain,1,0,0,0,0,0,0,0,0,0
M. dorsalis trunci,1,0,0,0,0,0,0,0,0,0
jugal ramule,1,0,0,0,0,0,0,0,0,0
pars recta,1,0,0,0,0,0,0,0,0,0
pars convoluta of oviduct,1,0,0,0,0,0,0,0,0,0
m. oblique externus,1,0,0,0,0,0,0,0,0,0
m. oblique internus,1,0,0,0,0,0,0,0,0,0
m. transversus,1,0,0,0,0,0,0,0,0,0
pars subvertebralis,1,0,0,0,0,0,0,0,0,0
pars transversalis,1,0,0,0,0,0,0,0,0,0
muscle rectus abdominis superficialis,1,0,0,0,0,0,0,0,0,0
musculus rectus abdominis profundus,1,0,0,0,0,0,0,0,0,0
m. ypsiloideus anterior,1,0,0,0,0,0,0,0,0,0
oral ramule,1,0,0,0,0,0,0,0,0,0
preopercular ramule,1,0,0,0,0,0,0,0,0,0
ramus supraotic,1,0,0,0,0,0,0,0,0,0
m. ypsiloideus posterior,1,0,0,0,0,0,0,0,0,0
ramulus suprabranchialis anterior,1,0,0,0,0,0,0,0,0,0
ramulus suprabranchialis posterior,1,0,0,0,0,0,0,0,0,0
ramus lateral,1,0,0,0,0,0,0,0,0,0
courtship gland,1,0,0,0,0,0,0,0,0,0
ramus ventral,1,0,0,0,0,0,0,0,0,0
vent glands,1,0,0,0,0,0,0,0,0,0
m. flexor indicis superficialis proprius,1,0,0,0,0,0,0,0,0,0
hepatic peritoneum,1,0,0,0,0,0,0,0,0,0
gastrointestinal peritoneum,1,0,0,0,0,0,0,0,0,0
suboccular arch,1,0,0,0,0,0,0,0,0,0
hyoquadrate process,1,0,0,0,0,0,0,0,0,0
processus triangularis of palatoquadrate cartilage,1,0,0,0,0,0,0,0,0,0
anterior prenasal cartilage,1,0,0,0,0,0,0,0,0,0
commissura terminales of hyoid apparatus,1,0,0,0,0,0,0,0,0,0
sulcus intermedius,1,0,0,0,0,0,0,0,0,0
spicule,1,0,0,0,0,0,0,0,0,0
occipito-petrosal,1,0,0,0,0,0,0,0,0,0
occipital segment,1,0,0,0,0,0,0,0,0,0
posterolateral supplementary element,1,0,0,0,0,0,0,0,0,0
apical supplementary element,1,0,0,0,0,0,0,0,0,0
anterolateral supplementary element,1,0,0,0,0,0,0,0,0,0
first pancreatic bud,1,0,0,0,0,0,0,0,0,0
gasserian ganglion,1,0,0,0,0,0,0,0,0,0
genital system,1,0,0,0,0,0,0,0,0,0
early proximal tubule,1,0,0,0,0,0,0,0,0,0
late distal segment,1,0,0,0,0,0,0,0,0,0
permanent cartilage,1,0,0,0,0,0,0,0,0,0
mineralized skeletal tissue,1,0,0,0,0,0,0,0,0,0
PPP2R2B,1,1,1,1,0,0,0,1,1,0
CDC27,1,1,1,1,0,0,0,1,1,1
ABHD16A,1,1,1,0,0,0,0,1,1,0
CIAO1,1,1,1,0,0,0,0,1,1,1
NECTIN3,1,1,1,1,0,1,0,1,1,1
MYO1D,1,1,1,1,0,0,0,1,1,0
CREBBP,1,1,1,1,0,0,0,1,1,1
ZNF564,1,1,1,0,0,0,0,1,1,1
ADGRE2,1,1,1,1,0,0,0,1,1,1
TMEM214,1,1,1,0,0,0,0,1,1,0
ZNRD2,1,1,1,0,0,0,0,1,1,0
AADAC,1,1,1,0,0,0,0,1,1,1
MCM2,1,1,1,1,0,0,0,1,1,1
EIPR1,1,1,1,1,0,0,0,1,1,0
E4F1,1,1,1,0,0,0,0,1,1,0
CD58,1,1,1,1,0,0,0,1,1,1
SMAGP,1,1,1,0,0,0,0,1,1,0
SNRPD3,1,1,1,1,0,0,0,1,1,1
PRKCD,1,1,1,1,0,1,0,1,1,1
ANKS1A,1,1,1,1,0,0,0,1,1,0
CRKL,1,1,1,1,0,0,0,1,1,1
NDUFA1,1,1,1,1,0,0,0,1,1,1
MYL2,1,1,1,1,0,0,0,1,1,1
RAD51D,1,1,1,1,0,0,0,1,1,1
MT-ND5,1,1,1,0,0,0,0,1,1,1
MT1DP,1,1,1,0,0,0,0,1,1,0
FYB1,1,1,1,1,0,0,0,1,1,1
SLC25A20,1,1,1,1,0,0,0,1,1,1
HAND1,1,1,1,0,0,0,0,1,1,0
ESR2,1,1,1,1,0,1,0,1,1,1
ALG12,1,1,1,1,0,0,0,1,1,1
UBE2K,1,1,1,0,0,0,0,1,1,1
CCDC102B,1,1,1,0,0,0,0,1,1,0
H1-2,1,1,1,1,0,0,0,1,1,1
GJB3,1,1,1,1,0,1,0,1,1,1
PRKG1,1,1,1,1,0,1,0,1,1,1
CNTROB,1,1,1,1,0,0,0,1,1,0
CCDC125,1,1,1,0,0,0,0,1,1,0
SIAH1,1,1,1,0,0,0,0,1,1,1
KRT83,1,1,1,1,0,0,0,1,1,1
CLVS2,1,1,1,1,0,0,0,1,1,1
PRMT6,1,1,1,1,0,0,0,1,1,1
HSF2BP,1,1,1,0,0,0,0,1,1,0
NFS1,1,1,1,0,0,0,0,1,1,1
MAD2L1,1,1,1,1,0,0,0,1,1,1
ERCC8,1,1,1,1,0,0,0,1,1,1
NFKBIL1,1,1,1,1,0,0,0,1,1,0
PDZK1IP1,1,1,1,1,0,0,0,1,1,0
AUP1,1,1,1,0,0,0,0,1,1,0
NUP153,1,1,1,0,0,0,0,1,1,1
CHGB,1,1,1,1,0,0,0,1,1,1
TGM2,1,1,1,1,0,0,0,1,1,0
C6orf15,1,1,1,0,0,0,0,1,1,0
DCLRE1B,1,1,1,1,0,0,0,1,1,1
ETV5,1,1,1,1,0,0,0,1,1,0
CTAG1B,1,1,1,0,0,0,0,1,1,0
NUSAP1,1,1,1,1,0,0,0,1,1,0
TUBA3C,1,1,1,0,0,0,0,1,1,1
CHMP3,1,1,1,0,0,0,0,1,1,1
PDLIM3,1,1,1,1,0,0,0,1,1,0
RBM15B,1,1,1,0,0,0,0,1,1,0
NIPAL3,1,1,1,1,0,0,0,1,1,1
KAT14,1,1,1,0,0,0,0,1,1,1
KPNA5,1,1,1,1,0,0,0,1,1,1
mineralized extracellular matrix,1,0,0,0,0,0,0,0,0,0
integumentary papilla,1,0,0,0,0,0,0,0,0,0
oropharyngeal papilla,1,0,0,0,0,0,0,0,0,0
lepidosteoid scale,1,0,0,0,0,0,0,0,0,0
ganoid scale,1,0,0,0,0,0,0,0,0,0
vacuolated notochordal tissue,1,0,0,0,0,0,0,0,0,0
polypteroid scale,1,0,0,0,0,0,0,0,0,0
avascular GAG-rich matrix,1,0,0,0,0,0,0,0,0,0
elasmoid scale,1,0,0,0,0,0,0,0,0,0
palaeoniscoid scale,1,0,0,0,0,0,0,0,0,0
non-mineralized chondroid tissue,1,0,0,0,0,0,0,0,0,0
chondroid tissue,1,0,0,0,0,0,0,0,0,0
keratin-based scale,1,0,0,0,0,0,0,0,0,0
cosmoid scale,1,0,0,0,0,0,0,0,0,0
secondary cartilage tissue,1,0,0,0,0,0,0,0,0,0
cosmine,1,0,0,0,0,0,0,0,0,0
mineralized cartilage tissue,1,0,0,0,0,0,0,0,0,0
integumentary skeleton,1,0,0,0,0,0,0,0,0,0
orthodentine,1,0,0,0,0,0,0,0,0,0
osteodentine,1,0,0,0,0,0,0,0,0,0
ganoine,1,0,0,0,0,0,0,0,0,0
limiting layer of elasmoid scale,1,0,0,0,0,0,0,0,0,0
vasodentine,1,0,0,0,0,0,0,0,0,0
elasmodine,1,0,0,0,0,0,0,0,0,0
non-mineralized hyaline cartilage tissue,1,0,0,0,0,0,0,0,0,0
mineralized hyaline cartilage tissue,1,0,0,0,0,0,0,0,0,0
mineralized bone tissue,1,0,0,0,0,0,0,0,0,0
cellular bone tissue,1,0,0,0,0,0,0,0,0,0
non-mineralized avascular GAG-rich matrix,1,0,0,0,0,0,0,0,0,0
mineralized avascular GAG-rich matrix,1,0,0,0,0,0,0,0,0,0
acellular bone tissue,1,0,0,0,0,0,0,0,0,0
odontode tissue,1,0,0,0,0,0,0,0,0,0
ossified tendon,1,0,0,0,0,0,0,0,0,0
ligamentous replacement element,1,0,0,0,0,0,0,0,0,0
transient cartilaginous element,1,0,0,0,0,0,0,0,0,0
ossified ligament,1,0,0,0,0,0,0,0,0,0
anocleithrum,1,0,0,0,0,0,0,0,0,0
median fin,1,0,0,0,0,0,0,0,0,0
anal fin,1,0,0,0,0,0,0,0,0,0
caudal fin,1,0,0,0,0,0,0,0,0,0
anal fin skeleton,1,0,0,0,0,0,0,0,0,0
caudal fin skeleton,1,0,0,0,0,0,0,0,0,0
dorsal fin skeleton,1,0,0,0,0,0,0,0,0,0
median fin skeleton,1,0,0,0,0,0,0,0,0,0
scapular complex,1,0,0,0,0,0,0,0,0,0
lepidotrichium,1,0,0,0,0,0,0,0,0,0
pelvic fin lepidotrichium,1,0,0,0,0,0,0,0,0,0
caudal fin lepidotrichium,1,0,0,0,0,0,0,0,0,0
pectoral fin lepidotrichium,1,0,0,0,0,0,0,0,0,0
anal fin lepidotrichium,1,0,0,0,0,0,0,0,0,0
dorsal fin lepidotrichium,1,0,0,0,0,0,0,0,0,0
suprabranchial fin,1,0,0,0,0,0,0,0,0,0
skeletal element projection,1,0,0,0,0,0,0,0,0,0
articular surface,1,0,0,0,0,0,0,0,0,0
ischial peduncle,1,0,0,0,0,0,0,0,0,0
second phalanx,1,0,0,0,0,0,0,0,0,0
parasternal process,1,0,0,0,0,0,0,0,0,0
pectoral articular facet,1,0,0,0,0,0,0,0,0,0
pedal claws,1,0,0,0,0,0,0,0,0,0
pedal digit 7 phalanx,1,0,0,0,0,0,0,0,0,0
post-glenoid process,1,0,0,0,0,0,0,0,0,0
postacetabular buttress,1,0,0,0,0,0,0,0,0,0
postacetabular zone,1,0,0,0,0,0,0,0,0,0
postcoracoid,1,0,0,0,0,0,0,0,0,0
MLYCD,1,1,1,1,0,0,0,1,1,1
GPD1,1,1,1,1,0,0,0,1,1,1
JAK1,1,1,1,1,0,0,0,1,1,1
POU6F2,1,1,1,1,0,0,0,1,1,0
PLK3,1,1,1,0,0,0,0,1,1,1
HOMER3,1,1,1,1,0,0,0,1,1,1
AQP2,1,1,1,1,0,0,0,1,1,1
GOLPH3L,1,1,1,0,0,0,0,1,1,0
MRPS12,1,1,1,0,0,0,0,1,1,1
CPNE3,1,1,1,1,0,0,0,1,1,1
KLF15,1,1,1,1,0,0,0,1,1,1
RUSF1,1,1,1,0,0,0,0,1,1,0
ZDHHC18,1,1,1,0,0,0,0,1,1,0
LARP7,1,1,1,1,0,0,0,1,1,0
EIF4B,1,1,1,1,0,0,0,1,1,1
ACVR1B,1,1,1,0,0,0,0,1,1,1
SERPINA6,1,1,1,1,0,0,0,1,1,1
MCM10,1,1,1,1,0,0,0,1,1,1
TES,1,1,1,1,0,0,0,1,1,0
MAPK1IP1L,1,1,1,0,0,0,0,1,1,0
MPC1,1,1,1,1,0,0,0,1,1,1
ZC3H3,1,1,1,0,0,0,0,1,1,0
PLLP,1,1,1,1,0,0,0,1,1,0
RBM34,1,1,1,0,0,0,0,1,1,0
SLC10A1,1,1,1,1,0,0,0,1,1,1
GOLM1,1,1,1,1,0,0,0,1,1,1
TIGD5,1,1,1,0,0,0,0,1,1,0
SLC25A17,1,1,1,0,0,0,0,1,1,1
MYF6,1,1,1,1,0,0,0,1,1,1
UBE2E2,1,1,1,1,0,0,0,1,1,1
SNX2,1,1,1,0,0,0,0,1,1,1
KRT34,1,1,1,0,0,0,0,1,1,1
MYO1C,1,1,1,1,0,0,0,1,1,1
FLT3,1,1,1,1,0,1,0,1,1,1
FEZ1,1,1,1,1,0,0,0,1,1,0
MBD4,1,1,1,1,0,0,0,1,1,1
PKP2,1,1,1,1,0,0,0,1,1,1
ATP5F1C,1,1,1,0,0,0,0,1,1,1
KCTD6,1,1,1,0,0,0,0,1,1,1
MAPK6,1,1,1,0,0,0,0,1,1,1
KRT6A,1,1,1,1,0,0,0,1,1,1
MRPL47,1,1,1,0,0,0,0,1,1,1
ELL,1,1,1,0,0,0,0,1,1,1
RUVBL1,1,1,1,0,0,0,0,1,1,1
WDR83OS,1,1,1,0,0,0,0,1,1,0
DOCK2,1,1,1,1,0,0,0,1,1,1
RPL3,1,1,1,1,0,0,0,1,1,1
HSPD1,1,1,1,1,0,0,0,1,1,1
GPX7,1,1,1,0,0,0,0,1,1,1
ATP5PD,1,1,1,1,0,0,0,1,1,1
CHI3L1,1,1,1,1,0,0,0,1,1,1
FRS3,1,1,1,0,0,0,0,1,1,1
UGT1A4,1,1,1,1,0,0,0,1,1,1
LZTFL1,1,1,1,1,0,0,0,1,1,1
